,ft_cat_country_name,ft_cat_industry_name,ft_cat_sector_name,ft_fin_cash,ft_fin_employees,ft_fin_equity,ft_fin_inventories,ft_fin_market_cap,ft_fin_net_income,ft_fin_ppe,ft_fin_rd,ft_fin_revenue,ft_fin_roa,ft_fin_roe,ft_fin_stock_return,ft_fin_total_assets,ft_fin_total_liab,isin,scope_1,scope_2,scope_3,year
45,Argentina,"Oil, Gas & Consumable Fuels",Energy,,,,1.95739699941874,368.122603504285,50.8418754253387,1152.51899734791,,234.038006061375,,11.1568335333712,,1356.7582454198,,ARP930811186,933731.0,,,2017
46,Argentina,"Oil, Gas & Consumable Fuels",Energy,,,,1.48056291158125,140.961740346421,132.394002517086,944.20720981928,,421.947463986363,,16.8747027782978,,1236.71211825946,,ARP930811186,825829.0,,,2018
47,Argentina,"Oil, Gas & Consumable Fuels",Energy,,,,2.84200386739522,64.6681093318645,88.1400018089637,819.278218511112,,368.536798894551,,11.817739148403,,1050.97483064358,,ARP930811186,983960.0,,,2019
48,Argentina,Oil & Gas Integrated,Energy,,,,1540.02649832144,8878.40172195326,745.244724452496,18828.312653739,40.0402959734201,15268.0352125615,,9.10533111971961,,26864.1689033881,,ARP9897X1319,15715958.0,1240946.0,,2017
49,Argentina,Oil & Gas Integrated,Energy,2240.51141279148,21314.0,17484.8287884483,1415.93200432509,5243.65381530832,1373.51099121943,18563.1171162631,55.0642274469137,15502.6431562752,0.0388454511798602,15.0980948005357,0.39926782574736,26394.4765436053,30747.3537519,ARP9897X1319,17012559.0,1132113.0,,2018
50,Argentina,Oil & Gas Integrated,Energy,1469.32639656812,,12060.2355087993,1344.16415966302,5630.31576837678,-705.752210693434,18880.0290064663,26.1205581780523,13781.7326344531,-0.021655906829578,-7.55664824690684,0.79769466189026,26277.1491518542,22788.7856051084,ARP9897X1319,17951758.0,1081277.0,,2019
51,Austria,Engineering & Construction,Industrials,,,,1062.39293213964,3272.03897324524,271.184633817673,2796.52393766618,20.8608913421631,19072.1450087814,,6.46765245062318,,13482.6554117482,,AT000000STR1,771000.0,327000.0,6900.0,2011
52,Austria,Engineering & Construction,Industrials,,,,1360.00477496827,3069.82833956901,77.878662134409,2934.19418125772,21.8359792232513,16676.565061096,,2.09063114089063,,13365.5320715703,,AT000000STR1,997704.0,315157.0,12578.0,2012
53,Austria,Engineering & Construction,Industrials,,,,1522.60438325357,3349.07977913004,150.761658709526,2956.41504948068,26.5523624420166,16454.7008032722,,3.93036119049539,,14846.4985415597,,AT000000STR1,976651.0,316702.0,,2013
54,Austria,Engineering & Construction,Industrials,,,,1027.8164588213,2507.16296315262,169.743838091254,2438.32574658036,19.8966747522354,16548.2938664163,,4.41143113225434,,12671.74268628,,AT000000STR1,968759.0,295141.0,,2014
55,Austria,Engineering & Construction,Industrials,,,,870.887808685899,2919.48568173756,173.308798119068,2043.89520506859,13.3070497512817,14552.895670146,,5.27659623315866,,11850.8433680445,,AT000000STR1,908584.0,231242.0,,2015
56,Austria,Engineering & Construction,Industrials,,,,1247.56353314161,3904.15722431251,307.137875516415,2033.28264406633,12.1681696176529,13717.3601325244,,8.92044730749169,,11147.9097461338,,AT000000STR1,892154.0,205827.0,,2016
57,Austria,Engineering & Construction,Industrials,,,,1366.2761780262,4494.95443610688,314.595616139531,2324.78711334229,12.4072803258896,15236.9579927593,,8.50797016889013,,13598.8504041481,,AT000000STR1,836246.0,220352.0,,2017
58,Austria,Engineering & Construction,Industrials,2889.17783923458,,4384.55867935537,1017.58294959176,3225.39772039321,417.082819823027,2444.71195128858,16.516496181488,17957.9521502323,0.0305625062404879,10.1137751428304,-0.75879119257931,13560.7502909456,9583.45196628822,AT000000STR1,876651.0,234965.0,,2018
59,Austria,Engineering & Construction,Industrials,2745.2266837985,,4263.96160446152,1104.03032872105,3827.72496862935,416.019119013548,2949.01501217127,19.0272266864777,17537.0299618735,0.0303404403186042,9.98792270044602,0.57956587650448,14139.8197242098,9365.16796090247,AT000000STR1,844209.0,240709.0,,2019
60,Austria,Aerospace & Defense,Industrials,100.149163136195,3465.0,340.399564408779,173.802059680939,572.587947902166,35.3420057098865,158.374951967239,2.83929575586319,910.944218342423,4.24277362825568,9.74961978347754,-17.560804,826.457079091072,439.74061760211,AT00000FACC2,10123.0,16505.0,,2020
61,Austria,Infrastructure Operations,Industrials,,4322.0,,6.29706824502945,2073.21652492867,113.539199547291,1535.63884778972,1.06382988375425,820.351446888447,,9.7873340859201,,2153.98432756248,,AT00000VIE62,11461.0,46714.0,258050.0,2016
62,Austria,Infrastructure Operations,Industrials,,4328.0,,7.18018325328827,3394.18140170354,129.422822535419,1730.79929394436,0.524602370870113,849.543064551914,,10.511464106536,,2507.75360090733,,AT00000VIE62,11796.0,46710.0,262743.0,2017
63,Austria,Infrastructure Operations,Industrials,36.4488915158821,4555.0,1454.17608685459,6.98533221867084,3312.84874453737,161.935278961563,1656.32416943536,1.618970550704,943.400200566697,0.0636033194365491,11.8162551932485,0.15155063806611,2498.55717284292,1042.77981649736,AT00000VIE62,8455.0,45732.0,322735.0,2018
64,Austria,Infrastructure Operations,Industrials,94.5818251236461,,1423.78406277745,6918.2487094012,3559.44747082805,196.65198404789,1575994.90522829,,959.867623901367,0.0690492615511656,13.6110235191437,0.41316666933227,0.0,1026.03066796679,AT00000VIE62,8958.0,42587.0,293124.0,2019
65,Austria,Infrastructure Operations,Industrials,187.316961187266,7231.0,1432.62007372088,6.96118339514732,3559.44747082805,177.801039020419,1717.81385868287,1.90093187084198,959.886763052917,7.03276442792491,12.8260496760092,7.2097898,2617.62810956402,939.095568873494,AT00000VIE62,9648.0,21216.0,349898.0,2020
66,Austria,Regional Banks,Financials,,59261.0,,,5092.39605098935,1345.7541799221,791.944161841393,,13639.9285722256,,10.1161107759099,,190808.573318006,,AT0000606306,224.0,3720.0,2651.0,2011
67,Austria,Regional Banks,Financials,,60084.0,,,8107.65040893914,931.72967323184,951.660690311194,,12520.1955958462,,7.27321420818602,,179455.368176155,,AT0000606306,321.0,2643.0,3102.0,2012
68,Austria,Regional Banks,Financials,,57901.0,,,6901.93273299425,474.405749279022,980.830288401604,,12308.0488959193,,3.56752281916328,,180015.124193629,,AT0000606306,279.0,115.0,3317.0,2013
69,Austria,Regional Banks,Financials,,54730.0,,,4443.89907669792,-818.216261616111,687.891636618376,,10958.7634745103,,-7.02475974166699,,147020.797509577,,AT0000606306,291.0,95.0,2865.0,2014
70,Austria,Regional Banks,Financials,,51492.0,,,4329.96970423204,420.114649856091,528.684836719036,,7984.97282771349,,4.84166688552253,,124301.598880736,,AT0000606306,199.0,181.0,2340.0,2015
71,Austria,Regional Banks,Financials,,48556.0,,,5370.76091712685,512.284365692139,507.032020246029,,7357.17402408719,,5.57379704934326,,117988.38667321,,AT0000606306,208.0,164.0,2185.0,2016
72,Austria,Regional Banks,Financials,,50139.0,,,11928.7197867652,1236.81635548258,1401.76702111244,,8361.86063313806,,11.798418100494,,162283.716034956,,AT0000606306,197.0,167.0,2135.0,2017
73,Austria,Regional Banks,Financials,26980.0740671682,49745.0,14183.6053521481,290.547998342594,8347.80746159488,1426.32331899285,1269.18111322081,,8923.6729471519,0.0090628169379679,11.7812958134232,-0.6477593672599,160172.635509698,154643.671682466,AT0000606306,238.0,179.0,2239.0,2018
74,Austria,Regional Banks,Financials,26780.2155634932,47173.0,14451.1600827391,319.901649868448,8267.16557284451,1303.61350121927,1714.94643257904,,8876.70938811922,0.0080620170746417,10.3972255188104,0.09720208153889,170843.934531075,154434.321735842,AT0000606306,351.0,1683.0,3255.0,2019
75,Austria,Engineering & Construction,Industrials,649.142907605171,,654.933866091102,85.3436706495285,504.257053262444,16.0209248700142,1056.15795116138,,5462.39667657995,0.0039056691139173,3.55396431883385,-0.12312371469803,4348.51875583029,3420.23646761506,AT0000609607,136738.0,24124.0,2034.0,2019
76,Austria,Chemicals,Basic Materials,637.528638909924,7036.0,1687.87419282694,444.154144858837,2467.63664981589,137.450447085857,1835.25822144604,27.5491857447624,2356.27690967059,0.0393474285084464,8.14700242441089,0.53330508956269,3553.67766884804,1766.18990610557,AT0000644505,1150000.0,600000.0,,2019
77,Austria,Regional Banks,Financials,,50272.0,,,17828.0315414626,1163.16048002243,3294.84678173065,,15366.8187785625,,6.80788444410022,,276050.741969347,,AT0000652011,2561.0,5080.0,1171.0,2010
78,Austria,Regional Banks,Financials,,50452.0,,,6891.32436333683,-999.792985725403,3122.05061376095,,16432.8194732666,,-5.71667130531589,,272619.277003527,,AT0000652011,2185.0,4480.0,1182.0,2011
79,Austria,Regional Banks,Financials,,49381.0,,,12497.7870455041,620.398703813553,3215.57766187191,,15212.227596283,,3.88076490438695,,281905.567024231,,AT0000652011,2906.0,10008.0,1277.0,2012
80,Austria,Regional Banks,Financials,,45670.0,,,15001.5120406995,80.0553727626801,3196.15629411721,,13062.3019415379,,0.498882973719788,,275752.302096718,,AT0000652011,38798.0,86945.0,32249.0,2013
81,Austria,Regional Banks,Financials,,46067.0,,,10003.7289073355,-1833.94283416271,2739.60278225362,,12203.028559041,,-13.0698491078074,,238215.684765826,,AT0000652011,32753.0,84281.0,25647.0,2014
82,Austria,Regional Banks,Financials,,46467.0,,,13497.8398516969,1073.65713076591,2609.14924550772,,10323.6091970444,,9.29023006896859,,218144.654319786,,AT0000652011,32244.0,65925.0,25799.0,2015
83,Austria,Regional Banks,Financials,,47034.0,,,12613.9501152395,1380.97663187981,2612.52390171194,,9675.02228271961,,10.8706546225665,,220842.56689404,,AT0000652011,25493.0,52175.0,4332.0,2016
84,Austria,Regional Banks,Financials,,47702.0,,,18633.9282008935,1415.89627209902,2866.02967520714,,9500.9313062787,,10.1064420980291,,266118.200696268,,AT0000652011,22630.0,54377.0,4476.0,2017
85,Austria,Regional Banks,Financials,17309.0468175914,47397.0,17407.3888787737,226.452307516245,14273.0159351548,2025.14658429861,2621.00511051464,,11356.6660906589,0.0075739352040912,13.0737576411593,-0.64152996791671,271516.217834475,263899.421390232,AT0000652011,27967.0,48969.0,3357.0,2018
86,Austria,Regional Banks,Financials,8609.68605410718,47284.0,17425.0844458768,220.884180353372,16191.0388499967,1542.38281116199,2951.32960705328,,11179.4996443255,0.0059834883236301,10.0182225901086,0.5947178949677,276665.756654211,251245.157173611,AT0000652011,27297.0,35114.0,,2019
87,Austria,Telecom Services,Communication,,17628.0,,187.576639152169,12798.4945597628,674.120222694874,4658.76702297091,64.7874535220862,6733.15906122446,,18.2783193717695,,13163.924638195,,AT0000720008,14813.3,,,2007
88,Austria,Telecom Services,Communication,,16954.0,,178.604751286507,6586.05738014711,-71.3573787796497,4136.72501720071,60.6889626646042,7565.37025641561,,-2.06605425452456,,12506.9058547318,,AT0000720008,29430.22,80877.63,,2008
89,Austria,Telecom Services,Communication,,16573.0,,181.378220556974,6324.16285165426,132.27239028883,3838.17996639967,56.0338598771095,6676.93100459719,,5.05070267518034,,12193.5869691932,,AT0000720008,16027.64,104072.31,,2009
90,Austria,Telecom Services,Communication,,16501.0,,201.551787782431,6252.10632612283,258.502161288261,3419.57068453908,0.0,6154.3535567565,,12.661214167338,,10136.5102647948,,AT0000720008,15937.0,69735.0,,2010
91,Austria,Telecom Services,Communication,,17217.0,,204.72603496623,5312.59315266927,-350.424034217835,3196.27103862214,51.1175281448364,6195.16459706497,,-21.3847665830984,,9669.66449063826,,AT0000720008,14783.36,48107.26,,2011
92,Austria,Telecom Services,Communication,,16446.0,,201.638736679792,3352.4538495866,133.4165485847,3199.01328395319,23.120448589325,5561.370867697,,12.2183083473364,,9567.82410729742,,AT0000720008,14172.0,70400.0,1500.0,2012
93,Austria,Telecom Services,Communication,,16045.0,,175.375824378252,3359.81705095714,38.4703903241158,3180.48349135089,24.2967392525673,5554.68651434565,,2.5461974429946,,10748.7978213911,,AT0000720008,28649.0,189647.0,71984.0,2013
94,Austria,Telecom Services,Communication,,16240.0,,169.557044355869,4437.70730759547,-279.74724701643,2717.91142618954,22.7299612369537,5329.60819161272,,-13.6782846691658,,10063.2560804003,,AT0000720008,27476.0,195246.0,101113.0,2014
95,Austria,Telecom Services,Communication,,17673.0,,85.7145027190447,3640.27099614816,407.291089579105,2617.36927772462,,4574.64766205907,,21.239053707131,,9021.20237690091,,AT0000720008,25853.0,144989.0,86555.0,2015
96,Austria,Telecom Services,Communication,,18203.0,,86.9778464188576,3931.94416789678,428.671341263056,2690.40769392681,,4658.7087384063,,19.325282254455,,8378.08359879208,,AT0000720008,27584.0,176186.0,94177.0,2016
97,Austria,Telecom Services,Communication,,18957.0,,105.000348529816,6167.21278446551,359.981447571635,3155.60498282433,,4943.15410040414,,14.1186676602568,,9172.04257870674,,AT0000720008,27419.0,275328.0,142239.0,2017
98,Austria,Telecom Services,Communication,,18705.0,,149.948124972224,5043.89738510033,284.412884495497,3104.89134844637,,5232.66311999059,,10.0654562155222,-0.10620513796032,8468.54873059201,,AT0000720008,27867.0,286957.0,155300.0,2018
99,Austria,Telecom Services,Communication,70.9852589902295,18344.0,2729.77706251712,122.709448744774,5430.16071322557,365.952889358282,4245.53499857998,,5109.55578490591,0.0289279255938626,12.8463959031469,0.08710665825569,9525.55359692621,6649.80638009508,AT0000720008,23833.0,234958.0,102302.0,2019
100,Austria,Industrial Distribution,Industrials,1039.93438875955,29096.0,1592.78560672544,993.710548727274,4769.77044913832,261.893821701765,1294.1989503572,128.415757811069,7115.60739116549,0.0320860090223155,16.9711272725605,-0.63896868466434,7909.02368846548,6766.71827888543,AT0000730007,23655.0,,,2018
101,Austria,Industrial Distribution,Industrials,1339.5777700164,29513.0,1346.04030565674,1100.29913891125,4482.81614139156,143.044451731682,1453.90458088589,128.683372577906,7469.74894552803,0.0176668978865909,10.135617133098,-0.01247440295498,8591.724567029,6709.67491758419,AT0000730007,24985.0,68365.0,,2019
102,Austria,Utilities—Diversified,Utilities,259.754117445104,,4641.42462164846,109.877897834778,2586.8002094966,341.043255615234,3994.0499712944,4.04375882148743,2472.28278300762,0.0325113968663406,7.44057871167757,-0.45785900392323,9095.82247076035,4527.10859047449,AT0000741053,2577301.0,1164595.0,9352980.0,2018
103,Austria,Utilities—Diversified,Utilities,275.101206440109,,4792.07113699973,113.489814519882,3493.10348914941,341.043255615234,3902.47973155975,1.35334625244141,2485.64595031738,0.0369293896392545,0.0703976161653785,0.5052056596198,8927.21128892899,4056.79455482343,AT0000741053,2694528.0,1153781.0,9589886.0,2019
104,Austria,Oil & Gas Integrated,Energy,,33665.0,,3573.50040681541,24308.0433172116,2161.13675960779,13470.0983937109,21.157796562314,27433.8694690156,,20.8871988653329,,31067.8507259226,,AT0000743059,14100000.0,,,2007
105,Austria,Oil & Gas Integrated,Energy,,41282.0,,3020.47729281127,7806.52070885012,2011.11861746192,14486.3871728551,19.9643216943741,37374.717339642,,17.6915685996755,,29713.6863148278,,AT0000743059,12100000.0,,,2008
106,Austria,Oil & Gas Integrated,Energy,,34676.0,,3335.4450148505,13214.0476070609,794.941367423058,16313.6866944098,20.0739679656029,24913.1151755319,,7.37819580364259,,30725.4760144013,,AT0000743059,12000000.0,,,2009
