,0,1,2
scope,scope_1,scope_2,scope_3
imputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer
fin_transformer,RobustScaler,RobustScaler,RobustScaler
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,DummyTargetScaler,DummyTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,430.93509006500244,417.93890595436096,341.0347592830658
stats.optimise.num_datapoints,10313,9896,5907
stats.fit.time,112.04701089859009,101.21073389053345,62.66771149635315
stats.fit.num_datapoints,10313,9896,5907
stats.fit_confidence.time,3.6751275062561035,3.9524929523468018,1.914583444595337
stats.fit_confidence.num_datapoints,10313,9896,5907
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.4349764839466949,0.39296821175341373,0.6865488316962428
raw.R2,0.8464787787047829,0.618487410374725,0.7045076586330475
raw.MAE,16661.393150416443,23330.800039934344,32309.21059283224
raw.RMSE,7342870.1152007,1289000.9920077734,37918368.6340141
raw.MAPE,83.97361573767853,2.73090067477127,159.22936199506373
raw.offset_percentile.50%,1.247890629586994,1.2201584899998636,1.4893660869456444
raw.offset_percentile.75%,1.8200872717132088,1.730239654520605,3.718292274359704
raw.offset_percentile.90%,4.713241632289893,3.4113482406580835,37.191508999519215
raw.offset_percentile.95%,9.892968197971332,6.960592586989352,107.80589628896661
test.n_buckets,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.7062260192806186,0.6556581913105488,0.5658607713960453
test.classifier.balanced_precision,0.7076017631535044,0.6579912180348516,0.5667930868021126
test.classifier.balanced_recall,0.7076386196200077,0.6565656565656566,0.5660121868652674
test.classifier.balanced_f1,0.7071984023369118,0.6570537288984193,0.5643896730697835
