,0,1,2
scope,scope_1,scope_2,scope_3
imputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer
fin_transformer,PowerTransformer,PowerTransformer,PowerTransformer
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,DummyTargetScaler,DummyTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,419.38542079925537,21545.991295337677,417.3196699619293
stats.optimise.num_datapoints,10313,9896,5907
stats.fit.time,87.90875196456909,76.87229609489441,78.9476969242096
stats.fit.num_datapoints,10313,9896,5907
stats.fit_confidence.time,4.064654350280762,1.9782638549804688,3.2198383808135986
stats.fit_confidence.num_datapoints,10313,9896,5907
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.4368894159223771,0.4208304912581899,0.7294274371821038
raw.R2,0.9370638937479525,0.6843576784959202,0.5328397463509988
raw.MAE,17413.85818004946,23284.113470942688,34285.359545767744
raw.RMSE,3671628.6038368894,1404702.8118357544,55792808.82689127
raw.MAPE,6.581075782256559,7.135066356898254,136.64422933889927
raw.offset_percentile.50%,1.2650723281386538,1.2237811999314208,1.5604174130997448
raw.offset_percentile.75%,1.8188966969196854,1.8132933331860492,4.699218503524817
raw.offset_percentile.90%,4.441145670825314,4.360558045633282,42.84110284730606
raw.offset_percentile.95%,10.242495812140975,8.645011336499028,215.8677750744026
test.n_buckets,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.7009829973683598,0.6407998820016263,0.5576724342711019
test.classifier.balanced_precision,0.7002965945561416,0.6366752271177191,0.5590759378202154
test.classifier.balanced_recall,0.700271423032183,0.6383838383838384,0.5592417061611374
