,0,1,2
scope,scope_1,scope_2,scope_3
imputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer
fin_transformer,PowerTransformer,PowerTransformer,PowerTransformer
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,LogTargetScaler,LogTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,966.6732802391052,822.9149091243744,738.9809765815735
stats.optimise.num_datapoints,5076,4925,2803
stats.fit.time,161.0835189819336,190.35954117774963,122.75448179244995
stats.fit.num_datapoints,5076,4925,2803
stats.fit_confidence.time,2.377643585205078,2.699791193008423,2.831408739089966
stats.fit_confidence.num_datapoints,5076,4925,2803
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.5443108159474929,0.5070207047940332,0.6878341643162068
raw.R2,0.8040276704561011,0.3472978147758575,0.06608027595321864
raw.MAE,12097.637856418827,23185.603633688166,30713.636476132044
raw.RMSE,4292678.939776681,2351608.7594688307,210727174.9778479
raw.MAPE,11.423789835884405,4.940929147335997,304.1479540631781
raw.offset_percentile.50%,1.3388960240735734,1.3097724534533266,1.5315139880523014
raw.offset_percentile.75%,2.3735128126237237,2.277174092533342,3.6304082502846144
raw.offset_percentile.90%,8.2386110850607,5.9782269513827915,29.219686647742925
raw.offset_percentile.95%,21.09539084819535,12.575943962937643,126.53049409342285
test.n_buckets,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.6667381612469905,0.588865068742747,0.6124184001042501
test.classifier.balanced_precision,0.6675353054384126,0.5982085765778009,0.6144769998970665
test.classifier.balanced_recall,0.6653543307086615,0.5941558441558441,0.6105563480741797
