,0,1,2
scope,scope_1,scope_2,scope_3
imputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer
fin_transformer,RobustScaler,RobustScaler,RobustScaler
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,DummyTargetScaler,DummyTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,337.82528734207153,357.19736218452454,251.66956114768982
stats.optimise.num_datapoints,10313,9896,5907
stats.fit.time,106.80243921279907,94.2152168750763,42.88333439826965
stats.fit.num_datapoints,10313,9896,5907
stats.fit_confidence.time,2.386990547180176,2.698284149169922,1.37086820602417
stats.fit_confidence.num_datapoints,10313,9896,5907
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.4744502046480764,0.4388745176464153,0.781838132130899
raw.R2,0.8611661467898537,0.692237152440584,0.4201512561367605
raw.MAE,20181.888612747134,29736.268108803575,39244.105663261405
raw.RMSE,4811161.6224544905,1092724.9625160561,45132136.3689947
raw.MAPE,14.692085096657733,2.963047599481521,245.54171944973672
raw.offset_percentile.50%,1.3451695000798727,1.2912289495583,1.7742232894087242
raw.offset_percentile.75%,1.9711301527697604,1.8580950112677723,4.995023454587563
raw.offset_percentile.90%,4.439678889827594,3.852785570439117,34.64119831897102
raw.offset_percentile.95%,9.27996219724839,8.228184042783424,125.59121973143822
test.n_buckets,5,5,5
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.8215572691392735,0.7641104929887231,0.6763881819305301
test.classifier.balanced_precision,0.8197952955722022,0.7611727728755115,0.67382789122517
test.classifier.balanced_recall,0.8193098100038775,0.7612121212121212,0.6784021665538253
test.classifier.balanced_f1,0.8193560261110362,0.7609756567309593,0.6749712022661122
