,0,1,2,0,1,2
scope,scope_1,scope_2,scope_3,scope_1,scope_2,scope_3
imputer,DummyImputer,DummyImputer,DummyImputer,DummyImputer,DummyImputer,DummyImputer
fin_transformer,ArcSinhScaler,ArcSinhScaler,ArcSinhScaler,ArcSinhScaler,ArcSinhScaler,ArcSinhScaler
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler
preprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer
scope_estimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,3554.2679541110992,5696.182521343231,4234.650224685669,2841.916075706482,2706.181573152542,2525.5040628910065
stats.optimise.num_datapoints,32745,32061,20684,32745,32061,20684
stats.fit.time,3563.9720380306244,3311.6907019615173,1774.3220553398132,499.46513271331787,494.7347877025604,408.5975799560547
stats.fit.num_datapoints,32745,32061,20684,32745,32061,20684
stats.fit_confidence.time,45.18191051483154,46.49023962020874,30.014126777648926,35.48588967323303,34.979294300079346,24.522916793823242
stats.fit_confidence.num_datapoints,32745,32061,20684,32745,32061,20684
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.14526621374232562,0.11663109117256397,0.15884177193608162,1.1400335795763725,1.0875745912941135,0.21351594954802022
raw.R2,0.890975821886799,0.025585129808314955,0.8492623978746743,-28.45229285547318,-0.00020166473531935125,0.8879243499093441
raw.MAE,1193.998195435117,1575.653856623294,4774.99540284292,84190.2212134306,105455.05474804412,5450.959222608474
raw.RMSE,4878271.3527884185,6535171314.267351,49489099.36621871,107593546.34759858,6621079536.278995,284526369.9304614
raw.MAPE,48.13901607954505,1.917936223526127,121.67744097388379,12834.354256117167,4572.234919367841,619.3264685557563
raw.offset_percentile.50%,1.0272633098539996,1.0215893811450973,1.0266482442587543,5.144523889167066,3.9550026163884437,1.0318925309386764
raw.offset_percentile.75%,1.1019535292040747,1.0735866280817925,1.1003030166846732,33.75821993342583,16.197633441766698,1.1541562375965295
raw.offset_percentile.90%,1.3885544511915162,1.2741300521979337,1.4018153808290232,243.18438403589792,103.66721332161895,1.865397169596529
raw.offset_percentile.95%,2.4008466691277244,1.817872655530522,3.2526060602166225,1062.9796896812888,446.0766246313341,10.718684925117712
raw.confidence_rating.<10.0%,7644,7954,4847,1896,1615,4407
raw.confidence_rating.10-20%,973,819,606,314,287,659
raw.confidence_rating.20-50%,736,586,432,470,510,575
raw.confidence_rating.50-100%,288,210,146,657,819,211
raw.confidence_rating.100-200%,153,130,98,874,1136,131
raw.confidence_rating.>200.0%,439,321,335,6022,5653,481
raw.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
raw.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
raw.confidence_rating_detailed.0.cnt,7644,7954,4847,1896,1615,4407
raw.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
raw.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
raw.confidence_rating_detailed.1.cnt,973,819,606,314,287,659
raw.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
raw.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
raw.confidence_rating_detailed.2.cnt,736,586,432,470,510,575
raw.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
raw.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
raw.confidence_rating_detailed.3.cnt,288,210,146,657,819,211
raw.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
raw.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
raw.confidence_rating_detailed.4.cnt,153,130,98,874,1136,131
raw.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
raw.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
raw.confidence_rating_detailed.5.cnt,439,321,335,6022,5653,481
test.n_buckets,10,10,10,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.9481138589585854,0.9449364302227515,0.9454370882090268,0.2521318194602503,0.2151641510025879,0.9171133423786284
test.classifier.balanced_precision,0.9484308030113352,0.945050270901843,0.9457664085326006,0.2620672137609441,0.21116032484082775,0.9180206122105941
test.classifier.balanced_recall,0.9482067819798691,0.9449101796407186,0.9453898514851485,0.25505716798592787,0.21616766467065868,0.9170792079207921
test.classifier.balanced_f1,0.9482308353867446,0.944944325902481,0.9454591471602226,0.24015733924139915,0.2085739082316626,0.9172649736771916
test.classifier.adj_lenient_acc,0.9756669598358253,0.9751497005988023,0.9648824257425742,0.4902765562396169,0.4687624750499002,0.9469368811881188
test.classifier.adj_strict_acc,0.9679468386592397,0.9697604790419162,0.9603960396039604,0.44405355223297177,0.38832335329341316,0.9392017326732673
test.regressor.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
test.regressor.sMAPE,0.01563353424087181,0.009266756609307043,0.012842307825278749,0.016739190862397942,0.012535654501128323,0.015489429773925742
test.regressor.R2,0.9947618633268664,0.992391629120278,0.9954635858125755,0.9932417895250802,0.9866109254585045,0.9933335620984882
test.regressor.MAE,0.026439079238866015,0.021047278755153442,0.025987933219909998,0.03470613768153363,0.027472468890281654,0.030324126767019344
test.regressor.RMSE,0.2422436314400708,0.21727861695867035,0.2496169581208672,0.2746511242534458,0.29514550780982235,0.30163608659138935
test.regressor.MAPE,0.0889420833606978,0.010742355806669364,0.014230210249789316,0.03404461544873003,0.013597977256142247,0.03599159196339078
test.regressor.offset_percentile.50%,1.002476339052401,1.001857881145515,1.0021807667365101,1.0032550798723352,1.0024620890380695,1.0025177215252636
test.regressor.offset_percentile.75%,1.0086901288392938,1.0063384949246692,1.0079023366721125,1.0124836354689764,1.0089869301876426,1.0109031671960929
test.regressor.offset_percentile.90%,1.0252014804043625,1.0173323680354072,1.0253684163029226,1.0317343205607423,1.0228875981357077,1.0309236762976888
test.regressor.offset_percentile.95%,1.0473599204846091,1.0318412364578176,1.0481550535804738,1.0590658009891356,1.0458096024717793,1.0543666840249615
test.regressor.confidence_rating.<10.0%,9981,9870,6314,9928,9787,6290
test.regressor.confidence_rating.10-20%,114,87,80,160,132,90
test.regressor.confidence_rating.20-50%,80,43,44,97,68,56
test.regressor.confidence_rating.50-100%,29,13,18,28,27,17
test.regressor.confidence_rating.100-200%,14,5,6,9,3,4
test.regressor.confidence_rating.>200.0%,15,2,2,11,3,7
test.regressor.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
test.regressor.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
test.regressor.confidence_rating_detailed.0.cnt,9981,9870,6314,9928,9787,6290
test.regressor.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
test.regressor.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
test.regressor.confidence_rating_detailed.1.cnt,114,87,80,160,132,90
test.regressor.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
test.regressor.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
test.regressor.confidence_rating_detailed.2.cnt,80,43,44,97,68,56
test.regressor.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
test.regressor.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
test.regressor.confidence_rating_detailed.3.cnt,29,13,18,28,27,17
test.regressor.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
test.regressor.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
test.regressor.confidence_rating_detailed.4.cnt,14,5,6,9,3,4
test.regressor.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
test.regressor.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
test.regressor.confidence_rating_detailed.5.cnt,15,2,2,11,3,7
test.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
test.sMAPE,0.027496375363519586,0.017889846484356525,0.02811246634762909,0.2268523792221537,0.18937082571354982,0.040065541842738146
test.R2,0.9422512673287572,0.9290397834987051,0.9181858517617588,0.020068581723491685,-0.18722374091476657,0.8656544418598259
test.MAE,0.02687805585351022,0.02133983840232201,0.02629696235957457,1.6379325951552346,1.3749240643705907,0.031393652653922466
test.RMSE,0.8043316982209706,0.6635575833452099,1.0600636512667931,3.307222131880307,2.7792472468928957,1.354091570833518
test.MAPE,0.10077281906319978,0.01946819787112102,0.030553529964179333,0.44632736449341726,0.22894445785521084,0.06146119986765095
test.offset_percentile.50%,1.0025185548805822,1.001890252270195,1.0022106002295326,1.1606708739120135,1.125471849717052,1.0026719876244434
test.offset_percentile.75%,1.0094141410116972,1.0067268834798706,1.0085002075378222,1.388797366169411,1.2979219145397187,1.013115265789391
test.offset_percentile.90%,1.0385959368479591,1.0253903009573768,1.039156291835219,1.784818746357437,1.6323324149098253,1.0725227763673548
test.offset_percentile.95%,1.1221215406162848,1.0703660787316887,1.1607592978774193,2.206307130183468,1.9807613882351116,1.2798752074470738
test.confidence_rating.<10.0%,9652,9616,6056,4081,4377,5893
test.confidence_rating.10-20%,200,175,129,1591,2009,169
test.confidence_rating.20-50%,197,134,155,2646,2282,199
test.confidence_rating.50-100%,107,57,75,1219,871,129
test.confidence_rating.100-200%,57,36,40,500,380,59
test.confidence_rating.>200.0%,20,2,9,196,101,15
test.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
test.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
test.confidence_rating_detailed.0.cnt,9652,9616,6056,4081,4377,5893
test.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
test.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
test.confidence_rating_detailed.1.cnt,200,175,129,1591,2009,169
test.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
test.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
test.confidence_rating_detailed.2.cnt,197,134,155,2646,2282,199
test.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
test.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
test.confidence_rating_detailed.3.cnt,107,57,75,1219,871,129
test.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
test.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
test.confidence_rating_detailed.4.cnt,57,36,40,500,380,59
test.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
test.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
test.confidence_rating_detailed.5.cnt,20,2,9,196,101,15
train.n_buckets,10,10,10,10,10,10
train.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
train.classifier.balanced_accuracy,0.9901349959139409,0.9891267798132519,0.9902254925034605,0.2524503364432539,0.22230672716868244,0.9772700587610054
train.classifier.balanced_precision,0.9901412407846215,0.9891311714028416,0.9902252227177178,0.2565217802539378,0.21939239366158994,0.9774020113906586
train.classifier.balanced_recall,0.9901299716603147,0.9891209421862914,0.9902146586733708,0.2520521841102316,0.2224218379619233,0.9772964610326823
train.classifier.balanced_f1,0.9901318515541547,0.989122007371673,0.9902146132296951,0.23487030584815183,0.2150436683685251,0.9773234748355545
train.classifier.adj_lenient_acc,0.9952848626991108,0.9945854230606084,0.9939663508025527,0.49577347796345156,0.46692616712827806,0.9855733900599497
train.classifier.adj_strict_acc,0.9937945861428711,0.9935374404271777,0.9931928060336492,0.4469852438190169,0.392943583601567,0.9828273061303423
train.regressor.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
train.regressor.sMAPE,0.006716660942244487,0.004382571987989841,0.00576403894890909,0.009910184410555366,0.007197688203266736,0.008453873298076611
train.regressor.R2,0.9985345784929005,0.9979583018086793,0.9986937446683586,0.9974148818220709,0.9943919216496137,0.997899273927462
train.regressor.MAE,0.00986019352163936,0.007920974862049235,0.009415078785941944,0.01474376675867628,0.01223887031988724,0.012916368174519022
train.regressor.RMSE,0.12736919811348915,0.11417909302359427,0.1342798226518663,0.16924155715862135,0.18812179389738293,0.17042115571014185
train.regressor.MAPE,0.017203894246921085,0.004855821437919865,0.007313931513610016,0.02887072527766896,0.00801887854630053,0.009301795783732638
train.regressor.offset_percentile.50%,1.0009081771842263,1.0006988600043951,1.0007755315128235,1.0013711021055545,1.001099641735902,1.0010694639063542
train.regressor.offset_percentile.75%,1.0034253384549723,1.0026031780300626,1.0030746293625232,1.0062819251840223,1.0046578847236018,1.0054721424229558
train.regressor.offset_percentile.90%,1.0106337955782017,1.0075789530066628,1.0102354417115458,1.0174120091563663,1.0130457077331216,1.0163656107912116
train.regressor.offset_percentile.95%,1.020800037427362,1.014535956016481,1.0200568489818282,1.032346404017809,1.0254178349027396,1.0311939911175358
train.regressor.confidence_rating.<10.0%,40585,39864,25649,40264,39648,25493
train.regressor.confidence_rating.10-20%,177,121,111,348,245,213
train.regressor.confidence_rating.20-50%,104,64,64,230,121,100
train.regressor.confidence_rating.50-100%,27,16,19,42,45,34
train.regressor.confidence_rating.100-200%,13,9,8,21,10,11
train.regressor.confidence_rating.>200.0%,26,3,4,27,8,4
train.regressor.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
train.regressor.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
train.regressor.confidence_rating_detailed.0.cnt,40585,39864,25649,40264,39648,25493
train.regressor.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
train.regressor.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
train.regressor.confidence_rating_detailed.1.cnt,177,121,111,348,245,213
train.regressor.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
train.regressor.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
train.regressor.confidence_rating_detailed.2.cnt,104,64,64,230,121,100
train.regressor.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
train.regressor.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
train.regressor.confidence_rating_detailed.3.cnt,27,16,19,42,45,34
train.regressor.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
train.regressor.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
train.regressor.confidence_rating_detailed.4.cnt,13,9,8,21,10,11
train.regressor.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
train.regressor.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
train.regressor.confidence_rating_detailed.5.cnt,26,3,4,27,8,4
