,0,1,2
scope,scope_1,scope_2,scope_3
imputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer
fin_transformer,PowerTransformer,PowerTransformer,PowerTransformer
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,DummyTargetScaler,DummyTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,498.28653597831726,606.4686844348907,500.17149806022644
stats.optimise.num_datapoints,10313,9896,5907
stats.fit.time,151.71986508369446,121.1479001045227,63.86307764053345
stats.fit.num_datapoints,10313,9896,5907
stats.fit_confidence.time,10.017299175262451,7.010307550430298,2.7331008911132812
stats.fit_confidence.num_datapoints,10313,9896,5907
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.4630773245598195,0.4544811770947728,0.7118863343662006
raw.R2,0.8624281160754154,0.5147120014347054,0.5439571321274468
raw.MAE,22207.446821349702,27166.929537214935,28862.688748650937
raw.RMSE,6422607.606247653,1963937.9919705128,46842761.7684966
raw.MAPE,9.523225081710438,9.136397571943414,70.9773767734562
raw.offset_percentile.50%,1.2945925796446232,1.2720229252767927,1.5785127457679327
raw.offset_percentile.75%,1.9264467431842738,1.907182971116364,4.110258212975001
raw.offset_percentile.90%,4.919785880459239,4.575912217549321,26.80654562460936
raw.offset_percentile.95%,10.053271069814317,10.085058704251704,120.66181704008761
test.n_buckets,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.6950468041249482,0.6225740329419548,0.5473972809398641
test.classifier.balanced_precision,0.6974045969792234,0.6246876829194206,0.5477436691896289
test.classifier.balanced_recall,0.6963939511438542,0.6242424242424243,0.5504400812457685
