,0,1,2,0,1,2
scope,scope_1,scope_2,scope_3,scope_1,scope_2,scope_3
imputer,DummyImputer,DummyImputer,DummyImputer,DummyImputer,DummyImputer,DummyImputer
fin_transformer,ArcSinhScaler,ArcSinhScaler,ArcSinhScaler,ArcSinhScaler,ArcSinhScaler,ArcSinhScaler
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler
preprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor,NormalizedIIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer
scope_estimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator,EvenWeightMiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,3282.2510120868683,5034.416213512421,4196.414469957352,2851.883720397949,2865.3014419078827,2510.83927154541
stats.optimise.num_datapoints,32745,32061,20684,32745,32061,20684
stats.fit.time,2311.5323526859283,2376.739222049713,1730.348358631134,636.3608031272888,565.906576871872,367.87411165237427
stats.fit.num_datapoints,32745,32061,20684,32745,32061,20684
stats.fit_confidence.time,44.296438217163086,46.65906000137329,27.824056386947632,39.315489530563354,38.33569359779358,25.42694115638733
stats.fit_confidence.num_datapoints,32745,32061,20684,32745,32061,20684
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.14211129304933368,0.12280102385244769,0.15491193767694655,0.20758545202170228,0.18316380550957573,0.20891611508362515
raw.R2,0.7328183332822731,0.11510769761871009,0.6118520941894278,0.7167560534401354,0.7646146798420626,0.22848535732805753
raw.MAE,1188.5329171414487,1547.5307009022272,4902.2326201783,1433.6185863183346,1920.947931127097,5302.884831821779
raw.RMSE,175309190.99111378,4403894860.079363,743283053.3615915,180542905.47810426,1244998.3551358385,1140277746.48892
raw.MAPE,224.3698864932555,2.4822647494383134,228.55186774138915,586.5941153669066,9.766671147305388,3525.2725642617334
raw.offset_percentile.50%,1.0294209104242609,1.0208472569312974,1.0268487372745903,1.0355025262394786,1.027454499320576,1.0318524409328766
raw.offset_percentile.75%,1.1049197042875911,1.0738231339998043,1.1044482101410855,1.1550324871856172,1.1222010524935535,1.1572463843506002
raw.offset_percentile.90%,1.363101256779442,1.2889516122772038,1.3946630249496281,1.842503587549284,1.6510361413049728,1.873391317389695
raw.offset_percentile.95%,2.1699238048127034,2.030956218409283,2.9214914527655296,6.917593730023126,4.88120779538116,7.221127174404187
raw.confidence_rating.<10.0%,7593,7984,4799,6965,7192,4397
raw.confidence_rating.10-20%,1065,759,644,1075,970,664
raw.confidence_rating.20-50%,744,548,451,888,719,565
raw.confidence_rating.50-100%,272,222,172,349,293,220
raw.confidence_rating.100-200%,140,141,78,225,221,160
raw.confidence_rating.>200.0%,419,366,320,731,625,458
raw.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
raw.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
raw.confidence_rating_detailed.0.cnt,7593,7984,4799,6965,7192,4397
raw.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
raw.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
raw.confidence_rating_detailed.1.cnt,1065,759,644,1075,970,664
raw.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
raw.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
raw.confidence_rating_detailed.2.cnt,744,548,451,888,719,565
raw.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
raw.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
raw.confidence_rating_detailed.3.cnt,272,222,172,349,293,220
raw.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
raw.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
raw.confidence_rating_detailed.4.cnt,140,141,78,225,221,160
raw.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
raw.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
raw.confidence_rating_detailed.5.cnt,419,366,320,731,625,458
test.n_buckets,10,10,10,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.9481948566197088,0.9396809682187423,0.947541206830706,0.9152342895380926,0.9092024194181851,0.9201962673168902
test.classifier.balanced_precision,0.948316580575825,0.9399046277763572,0.9478684072428262,0.9155995989947581,0.9095911586031432,0.9207754497601026
test.classifier.balanced_recall,0.9481090589270009,0.9398203592814371,0.9477103960396039,0.9153718362161634,0.9092814371257485,0.9203279702970297
test.classifier.balanced_f1,0.9481482701606114,0.9398108154599695,0.947692986116523,0.9153682643051924,0.9093280975523765,0.9204559242660062
test.classifier.adj_lenient_acc,0.9750806215186162,0.9712574850299401,0.968440594059406,0.9506498583015733,0.9476047904191617,0.9535891089108911
test.classifier.adj_strict_acc,0.9680445617121078,0.9661676646706587,0.963180693069307,0.9402912146975472,0.939620758483034,0.9443069306930693
test.regressor.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
test.regressor.sMAPE,0.013189124312727882,0.008984420242142587,0.01331969517723991,0.017593983542862228,0.012417656211095722,0.014419397607149309
test.regressor.R2,0.9960416838169895,0.9939192418855952,0.9945928542702921,0.9930473272989573,0.9894130862687132,0.994492847861045
test.regressor.MAE,0.02855104942478448,0.020135316351558075,0.02616678764164515,0.033030681673377416,0.025682855076139433,0.029767421423706253
test.regressor.RMSE,0.2086251296991155,0.1962125935440042,0.2726735074831463,0.2816480163886856,0.260088193648278,0.2777964921205404
test.regressor.MAPE,0.02300013256752444,0.009292097639705427,0.014912875292051885,0.06785823572735142,0.014708686218738097,0.02289213263945354
test.regressor.offset_percentile.50%,1.002671005580957,1.0017684337409216,1.0021186565555689,1.0031419629375058,1.0023095911253206,1.0024994334793345
test.regressor.offset_percentile.75%,1.0091022402235983,1.0061550674990007,1.0084070041448192,1.0118192945986024,1.008884358474238,1.0112955116986548
test.regressor.offset_percentile.90%,1.0246059892374888,1.0175387869731154,1.02538046990987,1.0310449452624735,1.0229705004120861,1.0312468883812471
test.regressor.offset_percentile.95%,1.0445516888328499,1.0317375472191643,1.0512441866744873,1.0598876662928873,1.044880837683047,1.0569132674381314
test.regressor.confidence_rating.<10.0%,10028,9868,6308,9906,9802,6296
test.regressor.confidence_rating.10-20%,100,75,88,165,121,96
test.regressor.confidence_rating.20-50%,72,63,38,110,70,51
test.regressor.confidence_rating.50-100%,18,10,20,28,16,16
test.regressor.confidence_rating.100-200%,7,4,9,11,2,4
test.regressor.confidence_rating.>200.0%,8,0,1,13,9,1
test.regressor.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
test.regressor.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
test.regressor.confidence_rating_detailed.0.cnt,10028,9868,6308,9906,9802,6296
test.regressor.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
test.regressor.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
test.regressor.confidence_rating_detailed.1.cnt,100,75,88,165,121,96
test.regressor.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
test.regressor.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
test.regressor.confidence_rating_detailed.2.cnt,72,63,38,110,70,51
test.regressor.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
test.regressor.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
test.regressor.confidence_rating_detailed.3.cnt,18,10,20,28,16,16
test.regressor.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
test.regressor.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
test.regressor.confidence_rating_detailed.4.cnt,7,4,9,11,2,4
test.regressor.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
test.regressor.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
test.regressor.confidence_rating_detailed.5.cnt,8,0,1,13,9,1
test.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
test.sMAPE,0.02563976865636968,0.018245382932545896,0.027189217520888095,0.039400180344212804,0.0303163473235311,0.03620262707926727
test.R2,0.9385836879662197,0.9313264178975815,0.9280064537426308,0.8883963491210716,0.8558427145013769,0.8826579213236858
test.MAE,0.028851188874501332,0.020632346048464534,0.026479771534196672,0.034739471064455074,0.027072970387236772,0.03134250967805219
test.RMSE,0.8217756069046261,0.6593907719692261,0.9949601588400792,1.1284179999044965,0.9597414443647068,1.2823013777030765
test.MAPE,0.03733022310039018,0.018810623167408034,0.03132296754501177,0.11644573194079522,0.0333240818348594,0.045799599184313616
test.offset_percentile.50%,1.002697908622871,1.0018128991399924,1.0021459809672342,1.0032810187372565,1.0024414911360324,1.0026301202150136
test.offset_percentile.75%,1.0096781690454935,1.0066921069578776,1.0090398922074915,1.0140851038662102,1.0107262204147696,1.0135128048512625
test.offset_percentile.90%,1.0347543971364235,1.0281067868591143,1.0390408155190036,1.0809098943937856,1.0593151311656508,1.0728034803048143
test.offset_percentile.95%,1.1094880098419435,1.0830099474247565,1.1438225942928328,1.2595487613658758,1.1818686565591785,1.2381953187498607
test.confidence_rating.<10.0%,9696,9573,6066,9306,9266,5917
test.confidence_rating.10-20%,175,186,144,314,272,191
test.confidence_rating.20-50%,198,173,133,347,296,192
test.confidence_rating.50-100%,97,65,82,155,121,102
test.confidence_rating.100-200%,50,21,29,85,52,55
test.confidence_rating.>200.0%,17,2,10,26,13,7
test.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
test.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
test.confidence_rating_detailed.0.cnt,9696,9573,6066,9306,9266,5917
test.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
test.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
test.confidence_rating_detailed.1.cnt,175,186,144,314,272,191
test.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
test.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
test.confidence_rating_detailed.2.cnt,198,173,133,347,296,192
test.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
test.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
test.confidence_rating_detailed.3.cnt,97,65,82,155,121,102
test.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
test.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
test.confidence_rating_detailed.4.cnt,50,21,29,85,52,55
test.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
test.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
test.confidence_rating_detailed.5.cnt,17,2,10,26,13,7
train.n_buckets,10,10,10,10,10,10
train.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
train.classifier.balanced_accuracy,0.9890333937479422,0.9880357182110524,0.9902523481291212,0.9739052046038574,0.9732910398983646,0.9769643201899878
train.classifier.balanced_precision,0.9890417700024451,0.9880548997282778,0.9902625269820953,0.9740277329412124,0.9734749995190105,0.9770554794756925
train.classifier.balanced_recall,0.9890305873155477,0.9880480075853981,0.9902533359118159,0.9739079448841982,0.9733013948149811,0.9769483658866757
train.classifier.balanced_f1,0.9890328472124265,0.9880499328473454,0.9902539117672348,0.9739165621716309,0.9733314162588033,0.9769721312737424
train.classifier.adj_lenient_acc,0.9949916935405062,0.993786960101804,0.9945465093792303,0.9848284960422163,0.9828829503206328,0.9854573583446142
train.classifier.adj_strict_acc,0.9933059708785302,0.9924146018913591,0.9932701605105395,0.9816524968240008,0.9802629937370562,0.9830593695610134
train.regressor.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
train.regressor.sMAPE,0.006964292232746636,0.004383540639893061,0.006087555705132861,0.00967136245924375,0.006637539019726763,0.008653270760699952
train.regressor.R2,0.9985151070971467,0.9980795200182266,0.9986062022528376,0.9973646458035174,0.9963194617057434,0.9978342040209972
train.regressor.MAE,0.010005675272651615,0.007682094552203367,0.009348640419597487,0.014338809556928567,0.011669103918526602,0.012434216031088852
train.regressor.RMSE,0.12851282787649404,0.11046746646100777,0.1386869668692204,0.17040582031802948,0.1527514197396043,0.1724673380759516
train.regressor.MAPE,0.012656026520660037,0.004899721140666884,0.007473153098538288,0.021355804204496318,0.007364237261957345,0.011502132897508737
train.regressor.offset_percentile.50%,1.000919728224311,1.0006829977076814,1.0007625145035923,1.0013555002378831,1.0010759698197884,1.001053222484342
train.regressor.offset_percentile.75%,1.0034427470424203,1.002504648042738,1.003055908111437,1.0062127684329798,1.0044269642257535,1.0055031508710104
train.regressor.offset_percentile.90%,1.010901449528752,1.0075713700356976,1.0102533129885338,1.016623473729959,1.0120671817104776,1.0159201425486977
train.regressor.offset_percentile.95%,1.0208804782893994,1.0147560074467123,1.0199355982389078,1.031250330958201,1.0227384248875093,1.0300099652456183
train.regressor.confidence_rating.<10.0%,40546,39849,25635,40307,39682,25489
train.regressor.confidence_rating.10-20%,195,124,111,359,229,192
train.regressor.confidence_rating.20-50%,114,79,67,173,131,122
train.regressor.confidence_rating.50-100%,29,16,18,37,19,32
train.regressor.confidence_rating.100-200%,19,4,19,31,6,15
train.regressor.confidence_rating.>200.0%,29,5,5,25,10,5
train.regressor.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
train.regressor.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
train.regressor.confidence_rating_detailed.0.cnt,40546,39849,25635,40307,39682,25489
train.regressor.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
train.regressor.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
train.regressor.confidence_rating_detailed.1.cnt,195,124,111,359,229,192
train.regressor.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
train.regressor.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
train.regressor.confidence_rating_detailed.2.cnt,114,79,67,173,131,122
train.regressor.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
train.regressor.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
train.regressor.confidence_rating_detailed.3.cnt,29,16,18,37,19,32
train.regressor.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
train.regressor.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
train.regressor.confidence_rating_detailed.4.cnt,19,4,19,31,6,15
train.regressor.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
train.regressor.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
train.regressor.confidence_rating_detailed.5.cnt,29,5,5,25,10,5
