,0,1,2
scope,scope_1,scope_2,scope_3
imputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer
fin_transformer,PowerTransformer,PowerTransformer,PowerTransformer
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,LogTargetScaler,LogTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,1483.5909016132355,1656.9398143291473,866.7033596038818
stats.optimise.num_datapoints,6870,6730,3694
stats.fit.time,273.5456826686859,261.6786425113678,115.10512638092041
stats.fit.num_datapoints,6870,6730,3694
stats.fit_confidence.time,3.649449110031128,3.610267400741577,2.2739827632904053
stats.fit_confidence.num_datapoints,6870,6730,3694
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.5709876662242317,0.5016137429982149,0.7630614329544495
raw.R2,0.7996547719632563,0.5669231518300905,0.10457369965374319
raw.MAE,11836.511124918741,18522.352320799168,47003.51772183507
raw.RMSE,8199416.668193574,2404783.195476743,168399711.77849987
raw.MAPE,9.346825892433634,6.904569828149963,79.20129672238397
raw.offset_percentile.50%,1.3627570470333326,1.2939656430306354,1.6082948292136627
raw.offset_percentile.75%,2.5362070395237826,2.129568290783986,5.3498635466849205
raw.offset_percentile.90%,10.797587786660042,6.47292623430358,54.693401845023615
raw.offset_percentile.95%,28.964969797531193,15.38439662936579,261.65322414854455
test.n_buckets,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.6517737722129702,0.6100974804965295,0.5610573506445679
test.classifier.balanced_precision,0.6574960186825645,0.617258008383313,0.5702268651359138
test.classifier.balanced_recall,0.6501746216530849,0.6114081996434938,0.564935064935065
