,0,1,2,0,1,2
scope,scope_1,scope_2,scope_3,scope_1,scope_2,scope_3
imputer,HybridCategoricalStatisticsImputer,HybridCategoricalStatisticsImputer,HybridCategoricalStatisticsImputer,HybridCategoricalStatisticsImputer,HybridCategoricalStatisticsImputer,HybridCategoricalStatisticsImputer
fin_transformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,5172.523637056351,5443.546479701996,3735.9061715602875,2883.0024580955505,3226.7497415542603,1829.669516801834
stats.optimise.num_datapoints,21643,21136,13166,21643,21136,13166
stats.fit.time,1601.33149933815,1570.569310426712,1149.5208714008331,1394.8066153526306,1213.276359319687,604.5184125900269
stats.fit.num_datapoints,21643,21136,13166,21643,21136,13166
stats.fit_confidence.time,864.1044762134552,980.7842390537262,605.6976554393768,1260.0313966274261,1010.6511783599854,586.4264590740204
stats.fit_confidence.num_datapoints,21643,21136,13166,21643,21136,13166
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.16732121106553355,0.1526386321300537,0.1841162570070839,0.23472550585923838,0.2161832064157976,0.24964230156569445
raw.R2,0.8742825587096472,0.8651583016357367,0.5913132313690157,0.8802289857809371,0.7111770570967635,0.7652057300073507
raw.MAE,1904.9509155329652,2947.900822446856,9163.577477315208,2922.460585059831,4268.599124515946,9543.432588677904
raw.RMSE,6877639.799674424,1041074.8293907935,75758246.10433139,6207797.071943081,1531793.172309472,48970734.71008022
raw.MAPE,443.2097180668517,4.292537851841767,522.017300710809,141.24290397598395,5.045474465088074,108.66624116106381
raw.offset_percentile.50%,1.048322098579205,1.0427043648482233,1.0536686263833848,1.0689529517518623,1.0629840412054687,1.0771896341835554
raw.offset_percentile.75%,1.1500783552294016,1.1274730526268124,1.1639062234807247,1.2170014321055278,1.1823797633294262,1.2255857415852214
raw.offset_percentile.90%,1.460341767733253,1.4244671341949504,1.5075091620749401,2.0871427210740494,1.863101703346213,2.0125105227008198
raw.offset_percentile.95%,2.5358923887663334,2.397239833155093,3.1284650682082313,6.150519428569821,5.134982911793079,9.084349223978956
raw.confidence_rating.<10.0%,3657,3710,2114,3173,3283,1849
raw.confidence_rating.10-20%,667,635,473,796,763,548
raw.confidence_rating.20-50%,575,460,373,663,551,406
raw.confidence_rating.50-100%,177,160,101,221,190,155
raw.confidence_rating.100-200%,93,108,61,156,128,70
raw.confidence_rating.>200.0%,242,211,170,402,369,264
