,0,1,2,0,1,2
scope,scope_1,scope_2,scope_3,scope_1,scope_2,scope_3
imputer,DummyImputer,DummyImputer,DummyImputer,HybridCategoricalStatisticsImputer,HybridCategoricalStatisticsImputer,HybridCategoricalStatisticsImputer
fin_transformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,1981.9831607341766,3118.2982614040375,2139.8090918064117,3654.406983613968,3548.977902650833,2451.4276416301727
stats.optimise.num_datapoints,21643,21136,13166,21643,21136,13166
stats.fit.time,1078.797538280487,1249.437257051468,881.7252371311188,1355.0763165950775,1375.6684427261353,769.2754256725311
stats.fit.num_datapoints,21643,21136,13166,21643,21136,13166
stats.fit_confidence.time,24.355097770690918,24.87488555908203,15.834161281585693,1082.1817724704742,1052.497179031372,582.6721591949463
stats.fit_confidence.num_datapoints,21643,21136,13166,21643,21136,13166
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.14015091938143784,0.12359384527546068,0.15716297371143498,0.24469705301465794,0.21781984788697017,0.24528674962923308
raw.R2,0.9222428113895673,0.8988897753548951,0.012614177935785453,0.8065298326732684,0.8726028052542072,0.8648079375031179
raw.MAE,1595.183704608935,2229.0071443510533,5110.549575308629,3141.1141834269074,4499.8028988078295,10470.898334510654
raw.RMSE,4722547.436095719,840293.0519122333,993451068.1233768,7609314.048402519,983457.9034975567,37029679.71483148
raw.MAPE,372.07385523318317,1.594315975558448,190.1103912132727,1044.2085805938236,3.8670102827073096,3575.392662584143
raw.offset_percentile.50%,1.044452660303082,1.03552522517491,1.0421618915675896,1.0722656995766258,1.0633522126407005,1.0737979641082993
raw.offset_percentile.75%,1.126245877861757,1.09835062200899,1.126753545459175,1.2220550118948614,1.181116294799906,1.2346790191538592
raw.offset_percentile.90%,1.3568071550882284,1.2980662891098982,1.4230024540638053,2.177541509443149,1.8748810355371923,2.0594094226177777
raw.offset_percentile.95%,1.927333107065778,1.7727700407070994,2.266762766607041,7.182963918547607,5.596932338625787,8.183605874839
raw.confidence_rating.<10.0%,4748,4970,2898,3918,4117,2350
raw.confidence_rating.10-20%,906,707,465,1052,943,619
raw.confidence_rating.20-50%,599,505,393,783,698,530
raw.confidence_rating.50-100%,186,142,128,295,222,188
raw.confidence_rating.100-200%,100,89,48,169,154,114
raw.confidence_rating.>200.0%,225,192,183,547,471,314
raw.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
raw.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
raw.confidence_rating_detailed.0.cnt,4748,4970,2898,3918,4117,2350
raw.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
raw.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
raw.confidence_rating_detailed.1.cnt,906,707,465,1052,943,619
raw.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
raw.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
raw.confidence_rating_detailed.2.cnt,599,505,393,783,698,530
raw.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
raw.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
raw.confidence_rating_detailed.3.cnt,186,142,128,295,222,188
raw.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
raw.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
raw.confidence_rating_detailed.4.cnt,100,89,48,169,154,114
raw.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
raw.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
raw.confidence_rating_detailed.5.cnt,225,192,183,547,471,314
test.n_buckets,10,10,10,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.9573721584132837,0.9534410364531333,0.949416526158827,0.8943783618310442,0.8971756761803016,0.907860304733154
test.classifier.balanced_precision,0.9571946679748526,0.9535806333551716,0.9492894187593837,0.8944826022372927,0.8973465242246627,0.9082994066694169
test.classifier.balanced_recall,0.9571259609698404,0.9535200605601817,0.9492102065613609,0.8944411590774689,0.8970476911430735,0.9081409477521264
test.classifier.balanced_f1,0.957120391554671,0.95347768793254,0.9492135945353153,0.8942993503338305,0.8969671370336151,0.9081327949861308
test.classifier.adj_lenient_acc,0.9806327616794795,0.9769871309613929,0.9737545565006075,0.9485511531638084,0.9420136260408781,0.951640340218712
test.classifier.adj_strict_acc,0.975458308693081,0.9710825132475397,0.9691373025516403,0.9342105263157895,0.9309613928841787,0.9416767922235723
test.regressor.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
test.regressor.sMAPE,0.015901175183055862,0.010718348897180222,0.012932000439974752,0.021134549433439766,0.01561857436733171,0.019139213018136366
test.regressor.R2,0.9949933915583121,0.9940818834001509,0.9949011517940832,0.991319759309337,0.9881234992917874,0.9929557427302698
test.regressor.MAE,0.0428882008717546,0.03441250311073141,0.040962183335482294,0.06453137670062503,0.057223525778189455,0.06891063293332245
test.regressor.RMSE,0.233448521999802,0.19300716761557335,0.260669814168672,0.30702419809527093,0.2720466292662633,0.30904478729367796
test.regressor.MAPE,0.03355061283560716,0.011396551251355877,0.013487982891358222,0.04891253547281933,0.01716293545920697,0.02356384921987999
test.regressor.offset_percentile.50%,1.003873225688039,1.0030060231652391,1.0034184680545066,1.0059843524525376,1.0050612278577562,1.0056485130855726
test.regressor.offset_percentile.75%,1.0110345447495903,1.008214184517862,1.0102350967393758,1.0160104789044215,1.0125259146038137,1.0157005634574392
test.regressor.offset_percentile.90%,1.0262385414546287,1.0214890578215756,1.0289393916607668,1.037245311363652,1.0276548582522798,1.0371931861343802
test.regressor.offset_percentile.95%,1.0491129320640753,1.038287653071472,1.0492310092125738,1.070319732757578,1.0523015848980015,1.0655109236975249
test.regressor.confidence_rating.<10.0%,6589,6498,4029,6516,6451,3984
test.regressor.confidence_rating.10-20%,72,62,48,124,76,70
test.regressor.confidence_rating.20-50%,67,34,29,84,52,39
test.regressor.confidence_rating.50-100%,22,7,8,25,15,13
test.regressor.confidence_rating.100-200%,9,3,1,4,9,4
test.regressor.confidence_rating.>200.0%,5,1,0,11,2,5
test.regressor.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
test.regressor.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
test.regressor.confidence_rating_detailed.0.cnt,6589,6498,4029,6516,6451,3984
test.regressor.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
test.regressor.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
test.regressor.confidence_rating_detailed.1.cnt,72,62,48,124,76,70
test.regressor.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
test.regressor.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
test.regressor.confidence_rating_detailed.2.cnt,67,34,29,84,52,39
test.regressor.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
test.regressor.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
test.regressor.confidence_rating_detailed.3.cnt,22,7,8,25,15,13
test.regressor.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
test.regressor.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
test.regressor.confidence_rating_detailed.4.cnt,9,3,1,4,9,4
test.regressor.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
test.regressor.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
test.regressor.confidence_rating_detailed.5.cnt,5,1,0,11,2,5
test.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
test.sMAPE,0.023529980583920272,0.017683236928917587,0.023794236981725753,0.044714235436781984,0.03289186591737154,0.039592323903523984
test.R2,0.9629933627783941,0.9488353258093992,0.9392349570858892,0.8745793817344334,0.8773496047755323,0.8932037748472759
test.MAE,0.04342708820206287,0.03490358492481249,0.04129712036246325,0.06972796165966866,0.061426136064650194,0.07117709656052096
test.RMSE,0.6346863035569307,0.567501201361452,0.8998737955035583,1.1670546424017305,0.8742458426377089,1.2033217576508781
test.MAPE,0.04283556624748096,0.01866174250514501,0.02520392898748512,0.07820316942865888,0.03610591031229507,0.049283470478866255
test.offset_percentile.50%,1.0039419434390988,1.0030395791297657,1.0034795862125852,1.0065021501554234,1.005447327316234,1.0058517744664106
test.offset_percentile.75%,1.0117241447282967,1.0086532881728958,1.0109588827242146,1.020224964329333,1.0160643531032454,1.019056038824687
test.offset_percentile.90%,1.0335689837085937,1.0299431639828862,1.0394284311046353,1.1016118188830035,1.0743620050425362,1.087926680136752
test.offset_percentile.95%,1.09570791549935,1.0697262111858414,1.1133161983287239,1.279307026363873,1.198945332771918,1.2345462521550303
test.confidence_rating.<10.0%,6436,6336,3890,6077,6065,3729
test.confidence_rating.10-20%,122,125,91,259,211,142
test.confidence_rating.20-50%,122,103,84,245,226,151
test.confidence_rating.50-100%,57,25,34,106,67,57
test.confidence_rating.100-200%,18,15,13,53,32,26
test.confidence_rating.>200.0%,9,1,3,24,4,10
test.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
test.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
test.confidence_rating_detailed.0.cnt,6436,6336,3890,6077,6065,3729
