,0,1,2
scope,scope_1,scope_2,scope_3
imputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer,RevenueQuantileBucketImputer
fin_transformer,PowerTransformer,PowerTransformer,PowerTransformer
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,LogTargetScaler,LogTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,1365.0660326480865,1268.5149083137512,1039.3942704200745
stats.optimise.num_datapoints,10326,9908,5916
stats.fit.time,170.705308675766,174.88718795776367,120.70155882835388
stats.fit.num_datapoints,10326,9908,5916
stats.fit_confidence.time,3.962916374206543,5.090511798858643,2.755936622619629
stats.fit_confidence.num_datapoints,10326,9908,5916
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.4465693038404972,0.3893077022104761,0.6790681063819687
raw.R2,0.5363450166165139,0.7332674800938421,0.6878242183610956
raw.MAE,16580.64790553353,21573.74776669424,27132.026012261173
raw.RMSE,13054150.536159853,1349605.203459183,35570402.89057802
raw.MAPE,180.17437234185653,12.824483372674232,151.17577121680267
raw.offset_percentile.50%,1.2579946035261669,1.2154059621574005,1.480939566852036
raw.offset_percentile.75%,1.8365881157112747,1.6736362164558778,3.6932517116162846
raw.offset_percentile.90%,5.144750425634122,3.51806470272576,33.86910557721897
raw.offset_percentile.95%,11.350163036308349,7.436218931366696,144.83036932900038
test.n_buckets,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.7037069144166279,0.6477266121324836,0.5725071926751879
test.classifier.balanced_precision,0.7044042994295887,0.6492154630012861,0.57336270951368
test.classifier.balanced_recall,0.7021688613477924,0.6468926553672316,0.5736486486486486
test.classifier.balanced_f1,0.7028255560709697,0.647449041937123,0.572706755321091
