,0,1,2,0,1,2
scope,scope_1,scope_2,scope_3,scope_1,scope_2,scope_3
imputer,RevenueQuantileBucketImputer:10-buckets,RevenueQuantileBucketImputer:10-buckets,RevenueQuantileBucketImputer:10-buckets,RevenueQuantileBucketImputer:10-buckets,RevenueQuantileBucketImputer:10-buckets,RevenueQuantileBucketImputer:10-buckets
fin_transformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer,PowerTransformer
cat_transformer,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder,TargetEncoder
scope_transformer,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler,LogTargetScaler
preprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor,IIDPreprocessor
feature_selector,DummyFeatureReducer,DummyFeatureReducer,DummyFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer,SelectionFeatureReducer
scope_estimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator,MiniModelArmyEstimator
pipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline,DefaultPipeline
stats.optimise.time,1593.3850214481354,1548.5064973831177,985.4448263645172,934.7659523487091,984.0543041229248,747.0013380050659
stats.optimise.num_datapoints,6870,6730,3694,6870,6730,3694
stats.fit.time,284.2285041809082,249.94295120239258,159.921941280365,132.60218715667725,150.4881021976471,124.58960509300232
stats.fit.num_datapoints,6870,6730,3694,6870,6730,3694
stats.fit_confidence.time,19.082351684570312,13.877871990203857,9.626697063446045,16.299355506896973,14.252093076705933,11.795863151550293
stats.fit_confidence.num_datapoints,6870,6730,3694,6870,6730,3694
raw.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
raw.sMAPE,0.16887823296490073,0.1657354050347015,0.25595114625060467,0.24089668175089676,0.1493493347998255,0.3633336352299423
raw.R2,0.9853789316973982,0.9365120517887546,0.28532490819989853,0.9456892366382904,0.9653761347240168,0.9001324323108557
raw.MAE,2210.9771963891653,4009.477174712789,4600.43391718145,2900.200160382745,3242.5532644594496,6478.034982883108
raw.RMSE,1996574.8903319384,506583.2950828434,100902029.38086304,3552630.128818022,357195.18949433224,17949290.278184008
raw.MAPE,318822684528419.44,5877864127108907.0,717796977638013.8,1813592546776694.5,2.5370522565553037e+17,536848491578665.75
raw.offset_percentile.50%,1.087963558722665,1.0704312726973557,1.1163438963154062,1.1082332837986215,1.067058418314101,1.1431995751988435
raw.offset_percentile.75%,1.1910295572644338,1.1860491785103124,1.3246515438695616,1.290281692965109,1.1617784932122257,1.4787078633049058
raw.offset_percentile.90%,1.4265216786086785,1.476497796680713,1.9236537154889106,1.8914013514909027,1.3973275667327811,4.26455375956717
raw.offset_percentile.95%,1.8339409705667635,2.0381376486502223,3.5438228787041623,3.3763790410207193,1.790941410377883,18.1350842056293
raw.confidence_rating.<10%,2,5,16,5,4,24
raw.confidence_rating.10-20%,3,9,24,13,6,34
raw.confidence_rating.20-50%,31,32,61,45,21,76
raw.confidence_rating.>50%,578,577,548,564,588,533
test.n_buckets,10,10,10,10,10,10
test.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
test.classifier.balanced_accuracy,0.9414509241822717,0.9236886649276093,0.8977016690451556,0.8668415549796892,0.9064011159124469,0.8138618352198449
test.classifier.balanced_precision,0.9437271712255119,0.9268503476666347,0.8989409572216943,0.8660240733532681,0.9075547317323222,0.8201004314652999
test.classifier.balanced_recall,0.9425287356321839,0.9261083743842364,0.8981937602627258,0.8637110016420362,0.9064039408866995,0.8160919540229885
test.classifier.balanced_f1,0.94254652839903,0.9261701412894187,0.8980923333045686,0.8636555613125463,0.9066165743778877,0.8159198509151995
test.classifier.adj_lenient_acc,0.993431855500821,0.9786535303776683,0.9688013136288999,0.9835796387520526,0.9835796387520526,0.9359605911330049
test.classifier.adj_strict_acc,0.986863711001642,0.9753694581280788,0.9507389162561576,0.9540229885057471,0.9753694581280788,0.90311986863711
test.regressor.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
test.regressor.sMAPE,0.027164354959520555,0.028520996004255502,0.026354586691943096,0.03831150946074811,0.020790768231727576,0.02732851696752052
test.regressor.R2,0.9923426812422261,0.9657125472358054,0.9902413828303831,0.9833437432108776,0.9705018064087717,0.9900459578687303
test.regressor.MAE,0.08404122614348708,0.06633532478847393,0.10617570858539338,0.08938940137777784,0.06229650652553609,0.1182472501650711
test.regressor.RMSE,0.3012517487233775,0.48403601557062803,0.3769062217380867,0.44344102082689313,0.41177414446516575,0.36306527526145077
test.regressor.MAPE,45302866477807.31,178642953545879.2,33911014510377.51,143276145971737.75,116400888109673.08,31788335327882.594
test.regressor.offset_percentile.50%,1.008030726105087,1.0058823638067562,1.0099316803026006,1.0084438546328205,1.0054834266449133,1.0110073812686393
test.regressor.offset_percentile.75%,1.0183240445059896,1.0135943965848015,1.022938140362965,1.018008811296189,1.012045199936593,1.021951172087576
test.regressor.offset_percentile.90%,1.0348961251659092,1.0292820497010127,1.0483823693611503,1.0373544865951854,1.021145171635614,1.045326847595739
test.regressor.offset_percentile.95%,1.0564919040813097,1.0472191421926789,1.0842961910002349,1.1021942164881657,1.0342349443995633,1.0777943333400934
test.regressor.confidence_rating.<10%,0,0,0,2,0,2
test.regressor.confidence_rating.10-20%,1,0,0,2,0,2
test.regressor.confidence_rating.20-50%,1,1,0,2,1,4
test.regressor.confidence_rating.>50%,608,608,609,607,608,605
test.evaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator,DefaultRegressorEvaluator
test.sMAPE,0.032297904659484435,0.032662398730159505,0.04123869095662415,0.051375094877118214,0.02599270442893419,0.0589836556959791
test.R2,0.9788887611485056,0.9561420211401318,0.9379224830483754,0.9566050984810794,0.926277767219893,0.879572305844174
test.MAE,0.08430487401943587,0.06806074815854046,0.11003403668507694,0.10238140850047639,0.06490429718275692,0.1338290493775034
test.RMSE,0.5002050513657453,0.5474372849665399,0.950618659420566,0.715758501407776,0.65096944275684,1.2628395120198923
test.MAPE,45302866477807.33,178642953545879.2,33911014510377.516,143276145971737.78,160507873814513.8,31788335327882.62
test.offset_percentile.50%,1.0080858198178693,1.0061245107222514,1.0102890788718957,1.009311760284229,1.0057833865869525,1.0125763739898055
test.offset_percentile.75%,1.0192324290080113,1.0155309690045267,1.0276808321677964,1.0247283212532283,1.0145714493142062,1.0410465861281115
test.offset_percentile.90%,1.0487344919143704,1.043178978739095,1.084545744729498,1.0936858601514952,1.0337329434486329,1.1709072866420196
test.offset_percentile.95%,1.0916810611939427,1.0789861123081683,1.2077180246108727,1.167267268064617,1.063827536317554,1.3556503199725163
test.confidence_rating.<10%,0,0,0,1,1,1
test.confidence_rating.10-20%,1,0,2,3,1,1
test.confidence_rating.20-50%,2,1,7,6,2,9
test.confidence_rating.>50%,607,608,602,603,607,600
train.n_buckets,10,10,10,10,10,10
train.classifier.evaluator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator,BucketClassifierEvauator
train.classifier.balanced_accuracy,0.9250903539723618,0.9149355262205743,0.885803179567078,0.850629353203489,0.9163650996885904,0.8066172814300178
train.classifier.balanced_precision,0.923804384935438,0.9162329923580054,0.8865711711416816,0.8465616660492781,0.9165733156668888,0.8062618533195094
train.classifier.balanced_recall,0.9235112936344969,0.9158110882956879,0.8860369609856262,0.8465092402464066,0.9163244353182751,0.8059548254620124
train.classifier.balanced_f1,0.923516289957909,0.9159022443323754,0.8859641879505831,0.8463764973039233,0.9162844666769958,0.805675133355008
